gender,city,work_type,company_size,position,level,experience,currency,raise_period,salary
1,0,3,1,Back-end Developer,3,8,0,4,200.000+
1,1,3,1,Back-end Developer,3,6,1,2,170.000 - 174.999
1,1,3,1,Back-end Developer,3,6,1,2,130.000 - 134.999
1,0,3,1,Embedded Software Developer,3,4,1,2,140.000 - 144.999
1,1,3,1,Full Stack Developer,3,6,1,2,75.000 - 79.999
1,1,3,1,Full Stack Developer,2,3,1,2,50.000 - 50.999
1,1,3,1,Software Development Manager / Engineering Manager,3,8,1,2,135.000 - 139.999
1,0,3,1,Team / Tech Lead,3,8,0,1,10.000 - 10.999
1,0,3,1,Full Stack Developer,3,5,1,2,95.000 - 99.999
0,1,3,1,Back-end Developer,2,1,1,2,54.000 - 54.999
0,1,3,1,Mobile Application Developer (iOS),3,6,1,1,145.000 - 149.999
1,0,3,1,Game Developer,2,3,1,1,58.000 - 58.999
1,0,3,1,Front-end Developer,2,3,1,2,70.000 - 70.999
0,0,3,1,Product Owner,2,3,1,1,64.000 - 64.999
1,1,1,1,Back-end Developer,3,5,1,1,100.000 - 104.999
1,1,1,1,CTO,3,8,1,2,58.000 - 58.999
1,1,1,1,CTO,3,6,1,1,105.000 - 109.999
1,1,3,1,Back-end Developer,2,2,1,4,48.000 - 48.999
1,1,3,1,QA / Automation,2,3,1,2,68.000 - 68.999
1,0,3,1,Software Architect,1,1,1,1,44.000 - 44.999
1,0,3,1,Back-end Developer,2,4,1,2,60.000 - 60.999
1,0,3,1,Back-end Developer,2,2,1,2,44.000 - 44.999
1,1,3,1,Product Owner,3,5,1,1,85.000 - 89.999
1,0,3,1,Front-end Developer,3,4,1,2,115.000 - 119.999
1,0,3,1,Back-end Developer,3,5,0,1,4.000 - 4.999
0,0,3,1,Project Manager,2,3,1,2,80.000 - 84.999
1,1,3,1,Back-end Developer,3,4,1,2,85.000 - 89.999
1,0,3,1,Front-end Developer,3,5,1,3,70.000 - 70.999
1,0,3,1,Back-end Developer,2,4,0,1,5.000 - 5.999
1,1,3,1,Back-end Developer,3,6,1,2,42.000 - 42.999
1,1,3,1,Front-end Developer,3,6,0,1,6.000 - 6.999
1,1,1,1,Game Developer,2,3,1,1,50.000 - 50.999
1,0,3,1,Team / Tech Lead,3,5,1,2,80.000 - 84.999
1,1,3,1,Back-end Developer,3,7,1,2,75.000 - 79.999
1,1,3,1,Software Development Manager / Engineering Manager,3,7,1,4,160.000 - 164.999
0,0,3,1,Full Stack Developer,3,5,1,2,54.000 - 54.999
1,0,3,1,Back-end Developer,1,2,1,1,29.000 - 29.999
1,0,3,1,Back-end Developer,3,4,1,2,75.000 - 79.999
0,0,3,1,QA / Manuel Test,2,2,1,2,32.000 - 32.999
1,1,3,1,Back-end Developer,1,2,1,2,36.000 - 36.999
1,1,3,1,Team / Tech Lead,3,6,1,1,65.000 - 65.999
1,0,3,1,QA / Manuel Test,2,2,1,2,33.000 - 33.999
1,1,3,1,Front-end Developer,3,5,1,1,39.000 - 39.999
1,0,3,1,Full Stack Developer,3,4,0,1,3.000 - 3.999
1,0,3,1,Mobile Application Developer (iOS),1,2,1,2,41.000 - 41.999
1,1,3,1,Team / Tech Lead,3,7,1,2,100.000 - 104.999
1,1,3,1,Front-end Developer,3,5,1,1,120.000 - 124.999
1,0,3,1,DevOps Engineer,2,4,1,2,69.000 - 69.999
1,1,1,1,Full Stack Developer,2,3,1,1,51.000 - 51.999
0,0,3,1,Mobile Application Developer (Full Stack),2,2,1,2,35.000 - 35.999
1,0,3,1,Full Stack Developer,3,5,1,4,75.000 - 79.999
0,0,1,1,Team / Tech Lead,2,3,1,2,85.000 - 89.999
1,0,1,1,Front-end Developer,1,2,1,1,20.000 - 20.999
1,0,3,1,Full Stack Developer,1,2,1,1,30.000 - 30.999
1,0,3,1,Back-end Developer,1,2,0,1,2.000 - 2.999
1,1,1,1,Back-end Developer,1,1,1,1,17.000 - 17.999
1,0,3,1,Back-end Developer,2,3,1,2,64.000 - 64.999
1,0,3,1,Front-end Developer,1,2,1,2,33.000 - 33.999
1,0,1,1,Back-end Developer,3,7,1,1,17.000 - 17.999
1,0,3,1,Mobile Application Developer (iOS),2,6,0,1,3.000 - 3.999
1,1,3,1,Back-end Developer,2,2,1,2,46.000 - 46.999
0,1,3,1,Cyber Security,1,2,1,1,30.000 - 30.999
1,0,3,1,Front-end Developer,3,4,1,2,90.000 - 94.999
0,1,3,1,Mobile Application Developer (Android),2,2,1,2,61.000 - 61.999
1,0,1,1,Game Developer,2,2,1,2,37.000 - 37.999
1,1,1,1,Front-end Developer,2,2,1,1,39.000 - 39.999
1,1,3,1,Back-end Developer,2,2,1,2,50.000 - 50.999
1,1,3,1,Front-end Developer,2,3,1,1,30.000 - 30.999
1,0,3,1,Back-end Developer,3,3,1,2,73.000 - 73.999
1,1,3,1,Data Scientist,3,5,1,2,80.000 - 84.999
1,0,3,1,Back-end Developer,3,5,0,1,5.000 - 5.999
1,0,3,1,CTO,3,8,1,2,125.000 - 129.999
1,1,3,1,Mobile Application Developer (Full Stack),2,2,1,2,45.000 - 45.999
1,1,3,1,Full Stack Developer,3,4,1,2,60.000 - 60.999
1,1,3,1,Back-end Developer,3,5,1,2,75.000 - 79.999
1,0,3,1,Back-end Developer,2,2,1,1,32.000 - 32.999
0,0,3,1,Back-end Developer,2,3,0,2,1.000 - 1.999
1,0,3,1,Mobile Application Developer (Android),2,2,1,1,45.000 - 45.999
1,1,3,1,Front-end Developer,3,8,1,1,80.000 - 84.999
1,0,3,1,Mobile Application Developer (Full Stack),2,2,1,2,36.000 - 36.999
1,1,3,1,Back-end Developer,3,4,1,1,80.000 - 84.999
1,1,3,1,Back-end Developer,3,4,1,2,65.000 - 65.999
1,1,3,1,Full Stack Developer,2,3,1,2,49.000 - 49.999
1,0,3,1,Mobile Application Developer (Android),3,5,1,1,75.000 - 79.999
1,0,3,1,Back-end Developer,3,4,0,1,3.000 - 3.999
1,0,3,1,Mobile Application Developer (Android),3,5,1,2,110.000 - 114.999
1,1,3,1,Back-end Developer,3,6,1,2,110.000 - 114.999
1,1,3,1,Team / Tech Lead,3,3,1,2,95.000 - 99.999
1,1,3,1,Front-end Developer,3,4,0,1,1.000 - 1.999
1,0,3,1,Software Architect,3,5,0,1,4.000 - 4.999
1,1,3,1,Back-end Developer,3,7,1,2,125.000 - 129.999
1,1,3,1,Mobile Application Developer (Full Stack),2,3,1,1,50.000 - 50.999
1,0,3,1,Back-end Developer,2,3,1,1,40.000 - 40.999
1,0,3,1,Team / Tech Lead,3,8,1,1,70.000 - 70.999
1,1,3,1,Back-end Developer,2,2,1,2,55.000 - 55.999
1,1,3,1,Full Stack Developer,2,3,1,1,60.000 - 60.999
1,0,3,1,Mobile Application Developer (Android),3,5,0,1,4.000 - 4.999
0,1,3,1,QA / Automation,2,2,1,1,39.000 - 39.999
1,1,3,1,Mobile Application Developer (iOS),1,2,1,2,36.000 - 36.999
1,0,3,1,Data Analyst,2,2,1,1,34.000 - 34.999
1,1,3,1,Back-end Developer,2,3,1,2,66.000 - 66.999
1,0,1,1,Front-end Developer,1,1,1,2,27.000 - 27.999
1,0,3,1,Mobile Application Developer (Android),3,3,0,1,2.000 - 2.999
1,0,3,1,Software Development Manager / Engineering Manager,3,7,1,2,195.000 - 199.999
1,1,3,1,Back-end Developer,1,2,1,2,44.000 - 44.999
1,0,3,1,Data Analyst,1,2,1,1,22.000 - 22.999
1,0,3,1,Back-end Developer,1,1,0,1,1.000 - 1.999
1,0,3,1,Back-end Developer,2,3,0,1,1.000 - 1.999
0,1,3,1,QA / Manuel Test,2,2,1,2,40.000 - 40.999
1,1,3,1,Back-end Developer,3,4,1,2,80.000 - 84.999
1,1,3,1,Business Analyst,2,2,1,2,52.000 - 52.999
1,0,3,1,Front-end Developer,3,3,1,2,85.000 - 89.999
1,1,3,1,Full Stack Developer,1,1,0,1,1.000 - 1.999
1,0,3,1,Back-end Developer,1,1,1,1,17.000 - 17.999
1,0,3,1,Mobile Application Developer (Android),2,3,1,2,52.000 - 52.999
1,0,3,1,Full Stack Developer,3,7,1,1,62.000 - 62.999
1,0,1,1,Team / Tech Lead,3,5,1,2,90.000 - 94.999
0,1,3,1,QA / Automation,3,5,1,2,85.000 - 89.999
1,0,3,1,DevOps Engineer,2,2,1,1,55.000 - 55.999
1,1,3,1,Back-end Developer,3,7,1,2,85.000 - 89.999
1,0,1,1,Full Stack Developer,3,7,0,1,200.000+
1,0,3,1,Mobile Application Developer (iOS),2,3,1,1,73.000 - 73.999
1,1,3,1,Full Stack Developer,2,3,1,1,70.000 - 70.999
1,1,3,1,Back-end Developer,2,3,1,2,75.000 - 79.999
1,1,3,1,Full Stack Developer,3,8,1,2,95.000 - 99.999
1,1,3,1,Software Development Manager / Engineering Manager,3,6,1,2,135.000 - 139.999
1,1,3,1,Software Development Manager / Engineering Manager,3,7,1,2,135.000 - 139.999
1,0,3,1,Back-end Developer,1,1,1,2,31.000 - 31.999
1,1,3,1,Back-end Developer,2,3,1,2,53.000 - 53.999
1,1,3,1,Software Architect,3,7,1,2,145.000 - 149.999
1,0,1,1,Project Manager,3,5,1,1,85.000 - 89.999
1,1,3,1,Full Stack Developer,3,4,1,1,60.000 - 60.999
1,1,3,1,Back-end Developer,2,3,1,2,45.000 - 45.999
0,1,3,1,Front-end Developer,2,3,1,2,53.000 - 53.999
1,1,1,1,Back-end Developer,2,2,1,2,25.000 - 25.999
1,0,3,1,Back-end Developer,2,2,1,2,34.000 - 34.999
1,1,3,1,Back-end Developer,3,5,1,2,150.000 - 154.999
1,1,3,1,Mobile Application Developer (Full Stack),3,3,1,2,90.000 - 94.999
1,0,3,1,Full Stack Developer,1,2,0,1,1.000 - 1.999
1,0,3,1,Mobile Application Developer (Android),3,6,1,2,110.000 - 114.999
1,0,3,1,Team / Tech Lead,2,3,1,2,53.000 - 53.999
1,1,3,1,Back-end Developer,3,4,1,2,100.000 - 104.999
1,1,1,1,Full Stack Developer,1,1,1,2,22.000 - 22.999
1,1,3,1,Front-end Developer,1,3,1,2,40.000 - 40.999
1,1,3,1,Full Stack Developer,3,5,1,2,95.000 - 99.999
0,1,3,1,Project Manager,3,4,1,2,67.000 - 67.999
0,1,3,1,Business analyst,2,3,1,1,51.000 - 51.999
1,1,3,1,Full Stack Developer,2,3,1,2,30.000 - 30.999
1,0,1,1,Data engineer,1,2,1,2,34.000 - 34.999
1,1,3,1,Full Stack Developer,3,5,1,2,90.000 - 94.999
1,1,3,1,Back-end Developer,1,2,1,1,37.000 - 37.999
0,1,3,1,Full Stack Developer,2,2,1,1,42.000 - 42.999
1,0,3,1,Full Stack Developer,3,8,1,2,100.000 - 104.999
1,0,1,1,Project Manager,2,6,1,2,65.000 - 65.999
1,0,3,1,Back-end Developer,3,5,0,1,5.000 - 5.999
1,0,3,1,Back-end Developer,3,4,1,1,60.000 - 60.999
1,0,3,1,Software Architect,3,5,1,1,115.000 - 119.999
1,0,1,1,Full Stack Developer,3,5,1,1,34.000 - 34.999
1,1,3,1,Database Administrator (DBA),1,1,1,1,20.000 - 20.999
1,0,3,1,Full Stack Developer,3,6,1,1,49.000 - 49.999
1,1,3,1,Mobile Application Developer (Full Stack),2,2,1,2,41.000 - 41.999
1,0,3,1,Front-end Developer,2,2,1,3,50.000 - 50.999
1,0,1,1,Team / Tech Lead,3,3,1,2,95.000 - 99.999
1,1,3,1,Data Scientist,3,4,1,2,60.000 - 60.999
1,0,3,1,Team / Tech Lead,3,7,1,2,90.000 - 94.999
1,1,1,1,Full Stack Developer,2,2,1,2,52.000 - 52.999
1,1,3,1,Mobile Application Developer (Android),1,1,1,2,38.000 - 38.999
1,0,3,1,Full Stack Developer,1,2,1,4,47.000 - 47.999
0,1,3,1,Full Stack Developer,2,2,0,1,1.000 - 1.999
1,0,3,1,Back-end Developer,2,2,1,2,48.000 - 48.999
1,1,3,1,QA / Automation,2,3,1,2,60.000 - 60.999
1,0,3,1,Software Architect,3,5,1,2,95.000 - 99.999
1,0,3,1,Back-end Developer,3,3,1,2,80.000 - 84.999
1,1,3,1,Back-end Developer,3,5,1,1,85.000 - 89.999
1,1,3,1,Software Architect,3,4,1,2,150.000 - 154.999
1,0,3,1,Back-end Developer,1,2,1,2,32.000 - 32.999
1,1,3,1,Product Manager,3,7,1,1,35.000 - 35.999
1,1,3,1,Mobile Application Developer (Android),1,2,1,4,65.000 - 65.999
1,1,3,1,Front-end Developer,2,3,1,2,62.000 - 62.999
1,0,1,1,Full Stack Developer,1,2,1,2,48.000 - 48.999
1,0,3,1,Full Stack Developer,3,6,1,2,85.000 - 89.999
1,1,3,1,Back-end Developer,1,2,1,2,40.000 - 40.999
1,1,3,1,Front-end Developer,1,2,1,2,32.000 - 32.999
1,1,3,1,Team / Tech Lead,3,6,1,1,115.000 - 119.999
1,1,3,1,Product Owner,3,8,1,2,72.000 - 72.999
1,0,3,1,Product Owner,3,8,0,1,4.000 - 4.999
1,1,3,1,Mobile Application Developer (Android),2,3,1,2,73.000 - 73.999
1,1,3,1,Team / Tech Lead,3,7,1,2,72.000 - 72.999
1,1,1,1,Full Stack Developer,1,1,1,2,32.000 - 32.999
1,1,3,1,Back-end Developer,1,2,1,2,68.000 - 68.999
1,1,3,1,Back-end Developer,3,5,1,1,90.000 - 94.999
1,1,1,1,Team / Tech Lead,3,6,1,2,90.000 - 94.999
1,1,3,1,Mobile Application Developer (Android),2,3,1,2,85.000 - 89.999
1,0,3,1,Data Scientist,1,2,1,1,38.000 - 38.999
1,1,1,1,Project Manager,3,3,1,2,60.000 - 60.999
1,0,3,1,Mobile Application Developer (iOS),3,4,0,1,5.000 - 5.999
1,0,3,1,Back-end Developer,1,1,1,2,25.000 - 25.999
1,0,1,1,Team / Tech Lead,3,8,1,2,140.000 - 144.999
1,0,3,1,Bussines Intelligence,3,6,1,2,90.000 - 94.999
1,0,3,1,Full Stack Developer,2,4,1,2,85.000 - 89.999
1,1,3,1,Back-end Developer,3,5,1,4,95.000 - 99.999
1,0,1,1,Data Analyst,2,3,1,1,40.000 - 40.999
1,1,3,1,Front-end Developer,3,7,1,2,80.000 - 84.999
1,1,3,1,Full Stack Developer,3,3,1,2,51.000 - 51.999
1,0,3,1,QA / Automation,1,1,1,2,35.000 - 35.999
1,1,3,1,Front-end Developer,1,2,1,1,19.000 - 19.999
1,0,3,1,Embedded Software Developer,2,3,1,2,60.000 - 60.999
1,1,3,1,Full Stack Developer,1,2,1,2,24.000 - 24.999
0,1,1,1,Front-end Developer,2,3,1,2,49.000 - 49.999
1,1,3,1,Back-end Developer,2,2,1,1,28.000 - 28.999
1,0,3,1,Front-end Developer,1,2,0,1,1.000 - 1.999
1,0,3,1,Back-end Developer,1,2,1,1,28.000 - 28.999
0,1,3,1,Front-end Developer,3,6,1,2,30.000 - 30.999
0,1,3,1,Full Stack Developer,2,2,1,2,48.000 - 48.999
0,1,3,1,Mobile Application Developer (Android),2,2,1,2,50.000 - 50.999
1,1,3,1,Back-end Developer,3,4,1,2,130.000 - 134.999
1,0,3,1,Project Manager,3,8,1,1,145.000 - 149.999
1,1,3,1,Back-end Developer,3,3,1,2,85.000 - 89.999
1,0,3,1,Data Scientist,1,2,1,1,40.000 - 40.999
0,1,3,1,Software Development Manager / Engineering Manager,3,8,1,2,130.000 - 134.999
1,0,3,1,Full Stack Developer,2,4,1,2,36.000 - 36.999
1,0,1,1,Front-end Developer,2,3,1,2,70.000 - 70.999
1,0,1,1,Back-end Developer,3,5,1,2,135.000 - 139.999
1,1,3,1,Team / Tech Lead,3,3,1,2,140.000 - 144.999
1,1,3,1,Back-end Developer,3,3,1,2,75.000 - 79.999
1,1,3,1,Full Stack Developer,3,3,1,2,90.000 - 94.999
1,0,3,1,Back-end Developer,1,2,1,2,42.000 - 42.999
1,0,3,1,Game Developer,3,3,0,1,200.000+
1,1,1,1,Data Scientist,3,2,1,2,61.000 - 61.999
1,1,3,1,QA / Manuel Test,2,5,1,2,32.000 - 32.999
1,0,1,1,Embedded Software Developer,1,2,1,2,55.000 - 55.999
1,1,1,1,Full Stack Developer,1,2,1,4,90.000 - 94.999
1,1,3,1,Full Stack Developer,3,4,1,2,80.000 - 84.999
1,0,3,1,Full Stack Developer,1,2,1,2,47.000 - 47.999
1,1,3,1,Back-end Developer,2,3,1,2,47.000 - 47.999
1,0,3,1,Mobile Application Developer (Android),2,2,1,2,44.000 - 44.999
1,0,1,1,Game Developer,1,2,1,2,42.000 - 42.999
0,1,3,1,Back-end Developer,3,5,1,2,85.000 - 89.999
0,1,3,1,Back-end Developer,1,3,1,2,57.000 - 57.999
1,1,3,1,Mobile Application Developer (Full Stack),2,3,1,2,85.000 - 89.999
1,1,3,1,Mobile Application Developer (Full Stack),1,2,1,2,33.000 - 33.999
0,0,3,1,Data Analyst,2,2,1,2,34.000 - 34.999
1,1,2,1,Full Stack Developer,3,4,1,2,75.000 - 79.999
1,1,3,1,Team / Tech Lead,3,8,1,4,185.000 - 189.999
1,1,3,1,RPA Developer,1,3,1,2,43.000 - 43.999
1,0,3,1,Front-end Developer,2,2,1,2,39.000 - 39.999
1,1,3,1,Back-end Developer,3,5,1,1,80.000 - 84.999
1,1,3,1,Back-end Developer,3,6,1,2,60.000 - 60.999
1,1,3,1,Back-end Developer,2,2,1,2,35.000 - 35.999
1,0,3,1,DevOps Engineer,2,4,0,1,3.000 - 3.999
0,1,3,1,Back-end Developer,2,4,1,2,58.000 - 58.999
0,1,3,1,QA / Manuel Test,2,2,1,1,35.000 - 35.999
1,1,3,1,Back-end Developer,2,2,1,1,45.000 - 45.999
1,1,3,1,Back-end Developer,1,1,1,1,33.000 - 33.999
1,0,3,1,Full Stack Developer,3,5,1,1,90.000 - 94.999
1,1,3,1,Embedded Software Developer,2,4,1,1,58.000 - 58.999
1,0,3,1,Full Stack Developer,1,2,1,2,49.000 - 49.999
1,1,3,1,Back-end Developer,3,4,1,2,75.000 - 79.999
1,0,1,1,Back-end Developer,3,5,1,2,125.000 - 129.999
1,1,3,1,Full Stack Developer,2,3,1,2,49.000 - 49.999
1,0,3,1,Software Development Manager / Engineering Manager,3,7,1,2,120.000 - 124.999
1,1,3,1,Back-end Developer,2,2,1,2,110.000 - 114.999
1,0,3,1,Front-end Developer,1,2,1,1,35.000 - 35.999
1,0,3,1,Full Stack Developer,3,6,1,1,90.000 - 94.999
1,0,3,1,Full Stack Developer,3,4,1,1,30.000 - 30.999
1,1,3,1,Team / Tech Lead,3,7,1,1,130.000 - 134.999
1,0,3,1,Back-end Developer,2,3,1,2,45.000 - 45.999
1,1,3,1,QA / Manuel Test,2,3,1,2,60.000 - 60.999
0,1,3,1,Back-end Developer,3,6,1,1,90.000 - 94.999
1,0,1,1,Full Stack Developer,1,2,1,2,50.000 - 50.999
1,1,3,1,Back-end Developer,3,5,1,2,90.000 - 94.999
1,0,3,1,Full Stack Developer,2,3,1,2,69.000 - 69.999
1,1,3,1,Front-end Developer,3,5,1,1,60.000 - 60.999
1,0,3,1,Product Manager,1,2,1,2,30.000 - 30.999
1,1,1,1,Front-end Developer,1,2,1,1,35.000 - 35.999
0,0,3,1,Game Developer,2,2,1,1,42.000 - 42.999
1,1,3,1,Back-end Developer,3,4,1,4,60.000 - 60.999
1,0,3,1,Full Stack Developer,3,4,1,1,90.000 - 94.999
0,1,3,1,Full Stack Developer,3,4,1,1,70.000 - 70.999
1,1,3,1,Back-end Developer,1,2,1,2,50.000 - 50.999
1,0,3,1,Product Owner,3,5,1,2,95.000 - 99.999
1,1,3,1,Front-end Developer,3,5,1,2,80.000 - 84.999
0,0,1,1,Full Stack Developer,2,2,1,2,52.000 - 52.999
1,1,3,1,QA / Manuel Test,2,2,1,1,30.000 - 30.999
1,1,3,1,QA / Manuel Test,2,3,1,1,40.000 - 40.999
1,1,3,1,Back-end Developer,2,2,1,2,42.000 - 42.999
1,0,3,1,Back-end Developer,1,2,1,2,45.000 - 45.999
1,0,3,1,Full Stack Developer,3,6,1,1,63.000 - 63.999
1,1,3,1,Full Stack Developer,3,8,1,1,65.000 - 65.999
1,1,3,1,Full Stack Developer,3,5,1,2,71.000 - 71.999
1,1,3,1,Back-end Developer,2,4,1,2,100.000 - 104.999
0,1,3,1,QA / Manuel Test,2,3,1,1,38.000 - 38.999
1,0,3,1,Team / Tech Lead,3,6,1,1,120.000 - 124.999
1,1,3,1,Front-end Developer,3,5,1,2,68.000 - 68.999
1,1,3,1,Back-end Developer,2,2,1,1,55.000 - 55.999
1,1,3,1,Full Stack Developer,2,2,1,2,38.000 - 38.999
1,0,3,1,Full Stack Developer,2,2,1,1,67.000 - 67.999
1,1,3,1,Mobile Application Developer (iOS),2,3,1,2,61.000 - 61.999
0,1,1,1,Back-end Developer,3,3,1,2,55.000 - 55.999
1,1,3,1,Full Stack Developer,2,2,1,1,34.000 - 34.999
1,1,1,1,Back-end Developer,2,5,1,2,70.000 - 70.999
0,1,3,1,Team / Tech Lead,3,3,1,2,63.000 - 63.999
1,1,3,1,Front-end Developer,2,3,1,2,50.000 - 50.999
0,1,3,1,Front-end Developer,2,2,0,2,1.000 - 1.999
1,1,3,1,System Admin & Engineer,3,5,1,2,150.000 - 154.999
1,1,3,1,Data Scientist,2,2,1,1,52.000 - 52.999
0,0,3,1,Front-end Developer,2,2,0,3,4.000 - 4.999
1,0,3,1,Mobile Application Developer (iOS),2,2,1,2,55.000 - 55.999
1,0,1,1,Mobile Application Developer (Android),2,3,1,2,55.000 - 55.999
1,1,3,1,Data Engineer,3,8,1,2,52.000 - 52.999
1,0,3,1,Full Stack Developer,2,3,0,1,1.000 - 1.999
1,0,1,1,Back-end Developer,2,2,1,2,32.000 - 32.999
1,1,3,1,Back-end Developer,3,6,1,2,80.000 - 84.999
0,1,1,1,Back-end Developer,2,2,1,2,43.000 - 43.999
1,0,3,1,CTO,3,7,1,2,75.000 - 79.999
0,0,3,1,Data Analyst,1,2,1,1,32.000 - 32.999
1,0,1,1,Back-end Developer,2,3,1,2,44.000 - 44.999
1,0,1,1,Team / Tech Lead,3,7,1,2,105.000 - 109.999
1,0,3,1,Back-end Developer,1,2,1,2,46.000 - 46.999
1,0,3,1,Team / Tech Lead,3,4,1,2,60.000 - 60.999
1,1,3,1,Back-end Developer,3,5,1,2,90.000 - 94.999
1,1,3,1,DevOps Engineer,1,2,0,1,19.000 - 19.999
1,1,3,1,Full Stack Developer,2,2,1,3,50.000 - 50.999
1,1,3,1,Back-end Developer,3,5,1,1,75.000 - 79.999
1,1,3,1,Back-end Developer,3,5,1,2,85.000 - 89.999
1,0,3,1,Back-end Developer,1,1,1,2,34.000 - 34.999
1,1,3,1,Front-end Developer,3,5,1,1,71.000 - 71.999
0,1,3,1,QA / Manuel Test,3,4,1,1,52.000 - 52.999
1,0,1,1,Full Stack Developer,2,2,1,1,26.000 - 26.999
1,0,3,1,Product Manager,3,5,1,1,90.000 - 94.999
1,0,1,1,Back-end Developer,1,1,1,1,21.000 - 21.999
1,1,1,1,Full Stack Developer,2,4,1,1,40.000 - 40.999
0,0,3,1,Full Stack Developer,2,3,1,2,75.000 - 79.999
1,0,3,1,Full Stack Developer,3,8,1,1,155.000 - 159.999
1,1,3,1,Mobile Application Developer (Full Stack),2,3,1,1,39.000 - 39.999
1,0,3,1,Full Stack Developer,1,2,1,2,30.000 - 30.999
1,0,3,1,Full Stack Developer,2,2,1,2,62.000 - 62.999
0,1,1,1,Game Developer,1,1,1,2,27.000 - 27.999
1,1,3,1,Software Architect,3,8,1,1,73.000 - 73.999
1,1,3,1,Data Scientist,3,2,1,2,90.000 - 94.999
1,1,3,1,Back-end Developer,3,5,1,2,100.000 - 104.999
1,1,3,1,Full Stack Developer,3,5,1,2,85.000 - 89.999
1,1,3,1,Front-end Developer,1,1,1,2,17.000 - 17.999
1,1,3,1,Mobile Application Developer (Full Stack),3,4,1,1,75.000 - 79.999
1,1,3,1,Full Stack Developer,2,2,1,2,30.000 - 30.999
1,0,3,1,Full Stack Developer,2,3,1,2,60.000 - 60.999
1,1,3,1,Full Stack Developer,3,5,1,1,90.000 - 94.999
1,1,3,1,Front-end Developer,1,2,1,4,61.000 - 61.999
1,1,3,1,Back-end Developer,3,5,1,2,105.000 - 109.999
0,0,1,1,Back-end Developer,2,2,1,1,46.000 - 46.999
1,0,3,1,Front-end Developer,3,3,1,1,85.000 - 89.999
0,1,3,1,Back-end Developer,1,2,1,2,37.000 - 37.999
0,0,1,1,Full Stack Developer,2,3,1,2,32.000 - 32.999
1,1,3,1,QA / Automation,2,3,1,2,64.000 - 64.999
1,0,3,1,DevOps Engineer,3,5,1,2,90.000 - 94.999
1,1,3,1,Back-end Developer,2,3,0,1,2.000 - 2.999
0,1,3,1,Back-end Developer,3,6,1,1,60.000 - 60.999
1,0,3,1,Full Stack Developer,3,7,1,1,95.000 - 99.999
1,1,3,1,Back-end Developer,3,4,1,1,95.000 - 99.999
1,1,3,1,Back-end Developer,2,3,1,2,60.000 - 60.999
1,0,3,1,Team / Tech Lead,3,7,1,2,100.000 - 104.999
0,1,3,1,Full Stack Developer,2,3,1,1,80.000 - 84.999
1,1,3,1,Team / Tech Lead,3,6,0,1,5.000 - 5.999
1,1,3,1,Full Stack Developer,2,2,1,2,55.000 - 55.999
0,1,1,1,Back-end Developer,1,2,1,1,30.000 - 30.999
1,1,3,1,Back-end Developer,2,3,1,2,75.000 - 79.999
0,1,3,1,DevOps Engineer,1,1,1,2,42.000 - 42.999
1,1,3,1,Back-end Developer,2,3,1,1,71.000 - 71.999
1,1,3,1,RPA Developer,2,3,1,2,69.000 - 69.999
1,0,3,1,QA / Manuel Test,2,2,1,2,36.000 - 36.999
1,0,3,1,Full Stack Developer,1,1,1,1,24.000 - 24.999
0,1,3,1,Full Stack Developer,3,6,0,1,2.000 - 2.999
1,1,3,1,Full Stack Developer,3,7,0,1,3.000 - 3.999
1,1,3,1,Back-end Developer,3,5,1,2,90.000 - 94.999
1,0,3,1,Full Stack Developer,1,2,1,2,27.000 - 27.999
1,0,3,1,Software Development Manager / Engineering Manager,3,8,1,2,150.000 - 154.999
1,1,3,1,Full Stack Developer,2,4,1,2,64.000 - 64.999
1,0,3,1,Front-end Developer,2,2,1,1,47.000 - 47.999
1,1,3,1,Product Manager,3,2,1,2,115.000 - 119.999
1,1,3,1,Data Scientist,2,2,1,2,58.000 - 58.999
0,0,3,1,Team / Tech Lead,2,6,1,2,31.000 - 31.999
1,1,3,1,Database Administrator (DBA),3,8,1,1,150.000 - 154.999
0,0,3,1,Back-end Developer,2,4,1,2,50.000 - 50.999
1,0,1,1,Full Stack Developer,3,6,1,2,80.000 - 84.999
1,1,3,1,Full Stack Developer,3,5,0,1,10.000 - 10.999
1,0,3,1,Full Stack Developer,1,3,0,1,1.000 - 1.999
1,0,3,1,QA / Automation,1,2,1,1,34.000 - 34.999
1,0,3,1,QA / Manuel Test,2,2,1,2,25.000 - 25.999
1,1,3,1,Back-end Developer,2,3,1,2,68.000 - 68.999
0,0,3,1,Product Owner,2,4,1,2,60.000 - 60.999
1,0,3,1,Back-end Developer,2,4,0,1,6.000 - 6.999
1,0,3,1,Mobile Application Developer (Android),3,4,1,2,85.000 - 89.999
1,0,3,1,Data Analyst,1,1,1,1,21.000 - 21.999
1,1,3,1,Full Stack Developer,3,4,1,1,56.000 - 56.999
1,1,3,1,Mobile Application Developer (Full Stack),2,3,1,2,44.000 - 44.999
1,1,3,1,Front-end Developer,3,3,1,2,60.000 - 60.999
1,0,3,1,Full Stack Developer,2,2,0,1,3.000 - 3.999
1,0,3,1,Back-end Developer,2,4,1,1,70.000 - 70.999
1,1,3,1,CTO,3,8,1,2,80.000 - 84.999
1,0,3,1,Full Stack Developer,1,2,1,2,51.000 - 51.999
